X,Y,OBJECTID,NoticeNum,DateNotice,DateCancel,DateAbate,NT,OWNER_ABBR,HousingMarketTypology2023,Council_District,Neighborhood,BLOCKLOT,Address
1429222.3548253,598403.518667564,13975,2509806A,2025/05/28 13:43:00+00,,,Vacant,,J,13,Broadway East,1471 036,2132 E FEDERAL ST
1429235.38071789,598404.209282979,13976,1912953A,2020/07/09 10:18:00+00,,,Vacant,,J,13,Broadway East,1471 037,2134 E FEDERAL ST
1429412.80359139,598448.093053475,13986,2212053A,2023/03/03 13:03:00+00,,,Vacant,,J,13,Broadway East,1471 043,2146 E FEDERAL ST
1429616.33271189,598397.083969146,13987,621437A,2010/08/27 15:26:00+00,,,Vacant,,J,13,Broadway East,1473 001,1601 N PATTERSON PARK AVE
1429612.24905863,598475.924362645,13993,379293A,2008/12/31 12:41:00+00,,,Vacant,,J,13,Broadway East,1473 007,1613 N PATTERSON PARK AVE
1429610.88620047,598502.100819483,13995,421291A,2009/04/07 16:07:00+00,,,Vacant,,J,13,Broadway East,1473 009,1617 N PATTERSON PARK AVE
1429610.22544064,598514.973825231,13999,45435A,2005/03/08 00:00:00+00,,,Vacant,,J,13,Broadway East,1473 010,1619 N PATTERSON PARK AVE
1429608.85339613,598541.342210814,14001,2317963A,2023/11/02 12:59:00+00,,,Vacant,,J,13,Broadway East,1473 012,1623 N PATTERSON PARK AVE
1429606.72840039,598580.9192314,14004,2460737A,2024/12/08 18:21:00+00,,,Vacant,,J,13,Broadway East,1473 015,1629 N PATTERSON PARK AVE
1429600.41837364,598701.391103312,14016,1643259A,2018/02/25 19:44:00+00,,,Vacant,,J,13,Broadway East,1473 024,1647 N PATTERSON PARK AVE
1429679.18166755,598623.647820473,14024,2416058A,2024/07/30 18:02:00+00,,,Vacant,,J,13,Broadway East,1473 032,1624 N BRADFORD ST
1429680.3283188,598611.710180312,14025,411620A,2009/02/27 14:32:00+00,,,Vacant,,J,13,Broadway East,1473 033,1622 N BRADFORD ST
1413703.22050931,590979.643095389,14048,2034529A,2021/08/31 14:40:00+00,,,Vacant,,J,9,Franklin Square,0196 074,1525 W FAIRMOUNT AVE
1414289.74459872,591202.536350399,14054,1705021A,2018/08/03 16:40:00+00,,,Vacant,,G,9,Franklin Square,0197 001,1401 W FAYETTE ST
1414180.5601058,591197.939902887,14062,2406675A,2024/07/09 15:26:00+00,,,Vacant,,G,9,Franklin Square,0197 006,1411 W FAYETTE ST
1414159.37281223,591197.040298387,14063,2406678A,2024/07/16 03:28:00+00,,,Vacant,,G,9,Franklin Square,0197 007,1413 W FAYETTE ST
1414019.16607164,591205.007145971,14069,2231797A,2023/04/18 10:25:00+00,,,Vacant,,G,9,Franklin Square,0197 013,1425 W FAYETTE ST
1413865.03514631,590735.604869559,14077,1081895A,2014/05/05 14:07:00+00,,,Vacant,,E,9,Franklin Square,0213 003,1505 W BALTIMORE ST
1413766.47005472,590729.612755567,14081,1581114A,2017/08/30 15:40:00+00,,,Vacant,,E,9,Franklin Square,0213 008,1515 W BALTIMORE ST
1413730.03016697,590727.39852114,14082,2424920A,2024/08/19 16:24:00+00,,,Vacant,,E,9,Franklin Square,0213 011,1521 W BALTIMORE ST
1413688.37014531,590724.860140398,14084,1992442A,2021/05/06 10:21:00+00,,,Vacant,,E,9,Franklin Square,0213 013,1525 W BALTIMORE ST
1413667.54013447,590723.597675726,14085,2059062A,2021/11/12 14:11:00+00,,,Vacant,,E,9,Franklin Square,0213 014,1527 W BALTIMORE ST
1413647.70979355,590722.392953724,14086,1870007A,2020/01/02 16:19:00+00,,,Vacant,,E,9,Franklin Square,0213 015,1529 W BALTIMORE ST
1410875.60805431,589700.124985144,14105,1842680A,2019/09/13 16:42:00+00,,,Vacant,,J,9,Shipley Hill,0221 019,2204 FREDERICK AVE
1414020.50038655,591087.68848297,14107,551768A,2010/04/06 10:42:00+00,,,Vacant,,G,9,Franklin Square,0197 019,17 N STRICKER ST
1414281.40996972,590774.08084248,14115,2389079A,2024/05/30 14:58:00+00,,,Vacant,,E,9,Franklin Square,0214 003,1405 W BALTIMORE ST
1414229.16073039,590756.418804318,14118,926602A,2013/01/27 13:24:00+00,,,Vacant,,E,9,Franklin Square,0214 006,1411 W BALTIMORE ST
1414053.82774772,591071.489696473,14122,2406693A,2024/07/12 14:45:00+00,,,Vacant,,G,9,Franklin Square,0197 020,15 N STRICKER ST
1414030.4206423,590745.390611142,14132,2310304A,2023/10/16 08:52:00+00,,,Vacant,,E,9,Franklin Square,0214 017,1433 W BALTIMORE ST
1414010.07947564,590744.358460978,14133,2095614A,2022/04/08 09:34:00+00,,,Vacant,,E,9,Franklin Square,0214 018,1435 W BALTIMORE ST
1414025.22905163,590656.04991056,14134,2466383A,2024/12/17 16:53:00+00,,,Vacant,HABC,E,9,Union Square,0214 019,5 S STRICKER ST
1411348.37909038,590233.812566057,14137,1219261A,2015/04/14 12:08:00+00,,,Vacant,MCC,J,9,Boyd-Booth,0222 002,2103 HOLLINS ST
1412662.03919272,591521.237484649,14146,1238510A,2015/05/30 18:47:00+00,,,Vacant,,J,9,Franklin Square,0178 002,1803 W LEXINGTON ST
1412608.76633339,591518.704353228,14149,801956A,2012/01/14 15:29:00+00,,,Vacant,,J,9,Franklin Square,0178 005,1809 W LEXINGTON ST
1412573.1715883,591517.005537733,14151,801521A,2012/01/14 15:09:00+00,,,Vacant,MCC,J,9,Franklin Square,0178 007,1813 W LEXINGTON ST
1412555.35502289,591516.156129971,14152,1962826A,2023/06/23 13:43:00+00,,,Vacant,,J,9,Franklin Square,0178 008,1815 W LEXINGTON ST
1412520.27832139,591514.482576892,14154,2490632A,2025/03/28 10:42:00+00,,,Vacant,,J,9,Franklin Square,0178 010,1819 W LEXINGTON ST
1412484.65634538,591512.782777146,14159,398778A,2008/12/30 10:08:00+00,,,Vacant,,J,9,Franklin Square,0178 012,1823 W LEXINGTON ST
1412466.97593455,591511.936322138,14160,2472578A,2025/01/20 14:36:00+00,,,Vacant,,J,9,Franklin Square,0178 013,1825 W LEXINGTON ST
1412431.72305231,591510.25653547,14162,344810A,2008/08/05 10:57:00+00,,,Vacant,MCC,J,9,Franklin Square,0178 015,1829 W LEXINGTON ST
1412305.69246447,591406.991322055,14172,347533A,2008/08/05 10:59:00+00,,,Vacant,MCC,J,9,Franklin Square,0178 025,113 N MONROE ST
1411144.84242398,590743.988711059,14173,584148A,2010/06/09 11:53:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0190 010,2122 W BALTIMORE ST
1411130.92775364,590743.135694399,14174,624685A,2010/09/08 10:32:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0190 011,2124 W BALTIMORE ST
1412305.84207048,591394.536294475,14176,164090A,2006/10/24 12:24:00+00,,,Vacant,,J,9,Franklin Square,0178 026,111 N MONROE ST
1412306.47494322,591380.83225365,14177,1793636A,2019/05/24 11:53:00+00,,,Vacant,,J,9,Franklin Square,0178 027,109 N MONROE ST
1412307.08681864,591367.545206726,14178,2472573A,2025/01/20 14:36:00+00,,,Vacant,MCC,J,9,Franklin Square,0178 028,107 N MONROE ST
1412307.68294606,591354.774891064,14179,263877A,2007/11/21 11:43:00+00,,,Vacant,,J,9,Franklin Square,0178 029,105 N MONROE ST
1412308.30203931,591341.453723475,14180,2341218A,2024/01/25 10:07:00+00,,,Vacant,,J,9,Franklin Square,0178 030,103 N MONROE ST
1412420.5242558,591291.784531474,14193,1636770A,2018/02/02 21:18:00+00,,,Vacant,,J,9,Franklin Square,0178 041,1832 W FAYETTE ST
1412434.5045428,591292.430199474,14194,2331501A,2023/12/21 12:21:00+00,,,Vacant,,J,9,Franklin Square,0178 042,1830 W FAYETTE ST
1412447.85917489,591293.065040722,14195,2253039A,2023/06/14 09:42:00+00,,,Vacant,,J,9,Franklin Square,0178 043,1828 W FAYETTE ST
1412491.42240797,591303.727420971,14198,823427A,2012/04/16 11:02:00+00,,,Vacant,MCC,J,9,Franklin Square,0178 046,1822 W FAYETTE ST
1411061.25761738,590738.939836636,14207,2081958A,2022/02/23 10:57:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0190 016,2134 W BALTIMORE ST
1412525.45514831,591394.795152232,14220,223811A,2007/07/18 16:26:00+00,,,Vacant,,J,9,Franklin Square,0178 066,1811 VINE ST
1412512.67499013,591394.165232226,14221,700875A,2011/05/12 15:15:00+00,,,Vacant,MCC,J,9,Franklin Square,0178 067,1813 VINE ST
1412499.79903163,591395.531043142,14222,1142975A,2014/09/12 16:31:00+00,,,Vacant,,J,9,Franklin Square,0178 068,1815 VINE ST
1412486.86008114,591394.895217642,14223,2063867A,2021/11/30 16:02:00+00,,,Vacant,,J,9,Franklin Square,0178 069,1817 VINE ST
1412473.80991039,591394.255455136,14227,1036258A,2013/11/22 16:08:00+00,,,Vacant,,J,9,Franklin Square,0178 070,1819 VINE ST
1413028.98563731,591519.776201472,14240,1904569A,2020/06/29 15:16:00+00,,,Vacant,,J,9,Franklin Square,0179 004,1707 W LEXINGTON ST
1410922.72344564,591077.183254644,14258,1735369A,2018/10/17 17:00:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0189 046,2201 W FAYETTE ST
1412842.1080583,591425.323634475,14263,2463404A,2024/12/09 15:38:00+00,,,Vacant,,J,9,Franklin Square,0179 023,111 N FULTON AVE
1412816.70883089,591407.533643812,14264,804233A,2012/01/23 16:34:00+00,,,Vacant,MCC,J,9,Franklin Square,0179 024,109 N FULTON AVE
1414681.81402455,589856.201116562,14273,317202A,2008/05/20 17:29:00+00,,,Vacant,MCC,E,9,Union Square,0248 040,1306 W PRATT ST
1414699.06464621,589881.139386892,14274,1754330A,2019/02/08 14:53:00+00,,,Vacant,,E,9,Union Square,0248 041,1304 W PRATT ST
1412391.79006131,589530.994089812,14282,2503739A,2025/05/04 09:20:00+00,,,Vacant,,I,9,Carrollton Ridge,0260 028,203 S MONROE ST
1414739.79684822,589934.315133557,14285,2310782A,2023/10/11 13:03:00+00,,,Vacant,,E,9,Union Square,0248 049,118 S CAREY ST
1414747.53895871,589968.062113315,14286,2034512A,2021/08/31 13:57:00+00,,,Vacant,,E,9,Union Square,0248 050,116 S CAREY ST
1414746.12655997,589992.523678556,14288,1740221A,2018/10/31 11:37:00+00,,,Vacant,,E,9,Union Square,0248 052,112 S CAREY ST
1414744.21186563,590027.300839975,14291,251435A,2007/10/10 13:34:00+00,,,Vacant,,E,9,Union Square,0248 055,106 S CAREY ST
1414742.85163213,590051.481893972,14293,2411892A,2024/07/18 13:52:00+00,,,Vacant,,E,9,Union Square,0248 057,102 S CAREY ST
1414673.29173189,589918.758734226,14294,2331584A,2023/12/21 10:30:00+00,,,Vacant,,E,9,Union Square,0248 059,1305 LEMMON ST
1414659.87246738,589918.146202639,14295,2390291A,2024/06/07 09:51:00+00,,,Vacant,,E,9,Union Square,0248 060,1307 LEMMON ST
1414647.81146789,589917.522188142,14296,2325793A,2023/11/30 15:06:00+00,,,Vacant,,E,9,Union Square,0248 061,1309 LEMMON ST
1414636.03590089,589916.927701145,14300,2318649A,2023/11/03 15:04:00+00,,,Vacant,,E,9,Union Square,0248 062,1311 LEMMON ST
1414624.01263097,589916.278096139,14301,2352489A,2024/02/29 07:25:00+00,,,Vacant,,E,9,Union Square,0248 063,1313 LEMMON ST
1414611.67046405,589915.60421297,14302,2352480A,2024/02/29 07:17:00+00,,,Vacant,,E,9,Union Square,0248 064,1315 LEMMON ST
1414562.74503697,589913.069113061,14306,2356779A,2024/03/17 09:52:00+00,,,Vacant,,E,9,Union Square,0248 068,1323 LEMMON ST
1414539.31693423,589911.824692979,14308,2359705A,2024/03/24 15:48:00+00,,,Vacant,,E,9,Union Square,0248 070,1327 LEMMON ST
1414529.40520863,589911.449365646,14309,2352461A,2024/02/28 15:46:00+00,,,Vacant,,E,9,Union Square,0248 071,1329 LEMMON ST
1413469.30529472,589524.649942398,14321,255989A,2007/10/18 11:40:00+00,,,Vacant,,I,9,Mount Clare,0262 079,223 S VINCENT ST
1413469.90503106,589511.855020478,14322,2365255A,2024/04/11 10:30:00+00,,,Vacant,,I,9,Mount Clare,0262 080,225 S VINCENT ST
1413470.52510856,589498.604718894,14323,1304833A,2015/10/23 15:21:00+00,,,Vacant,,I,9,Mount Clare,0262 081,227 S VINCENT ST
1413471.11926746,589485.939061806,14324,1855269A,2019/10/28 09:57:00+00,,,Vacant,,I,9,Mount Clare,0262 082,229 S VINCENT ST
1413376.91473147,589469.382992566,14327,296962A,2008/03/06 13:28:00+00,,,Vacant,,I,9,Mount Clare,0262 085,224 S VINCENT ST
1413375.72575746,589493.460372224,14329,2492857A,2025/04/07 15:31:00+00,,,Vacant,,I,9,Mount Clare,0262 087,220 S VINCENT ST
1413375.11191355,589506.000373393,14330,2492856A,2025/04/10 13:38:00+00,,,Vacant,,I,9,Mount Clare,0262 088,218 S VINCENT ST
1414268.88210763,589548.634146392,14332,1610007A,2017/11/16 14:51:00+00,,,Vacant,,J,9,Mount Clare,0264 077,1409 KUPER ST
1414301.83906272,589550.57738398,14333,1084304A,2014/05/13 10:00:00+00,,,Vacant,,J,9,Mount Clare,0264 080,1403 KUPER ST
1413373.90292647,589530.417647392,14336,456585A,2009/07/13 11:17:00+00,,,Vacant,,I,9,Mount Clare,0262 090,214 S VINCENT ST
1413372.72084223,589554.690564722,14338,586315A,2010/06/11 16:27:00+00,,,Vacant,,I,9,Mount Clare,0262 092,210 S VINCENT ST
1413372.14538406,589566.497955814,14339,2326909A,2023/12/07 15:24:00+00,,,Vacant,,I,9,Mount Clare,0262 093,208 S VINCENT ST
1413371.55483405,589578.369979307,14340,647901A,2010/12/03 15:57:00+00,,,Vacant,,I,9,Mount Clare,0262 094,206 S VINCENT ST
1413370.95017648,589590.665230304,14341,2191795A,2022/12/19 16:17:00+00,,,Vacant,,I,9,Mount Clare,0262 095,204 S VINCENT ST
1413894.24637397,589672.5020089,14343,759155A,2011/09/09 15:15:00+00,,,Vacant,,J,9,Mount Clare,0263 002,1507 W PRATT ST
1413880.81693889,589671.666708723,14344,1609658A,2020/04/06 09:48:00+00,,,Vacant,,J,9,Mount Clare,0263 003,1509 W PRATT ST
1414526.64996481,589633.147100732,14351,2100909A,2022/04/26 21:16:00+00,,,Vacant,,J,9,Mount Clare,0265 094,1312 KUPER ST
1413493.89645289,598129.59073773,14354,2350764A,2024/02/25 21:11:00+00,,,Vacant,,J,7,Sandtown-Winchester,0296 007,701 CUMBERLAND ST
1414186.81370223,589241.120653808,14366,2138532A,2022/07/22 00:33:00+00,,,Vacant,,J,9,Mount Clare,0280 096,310 S NORRIS ST
1414187.51612864,589228.900205806,14367,557918A,2010/04/29 16:14:00+00,,,Vacant,,J,9,Mount Clare,0280 097,312 S NORRIS ST
1414187.93345064,589216.562960148,14368,1407821A,2016/06/22 14:41:00+00,,,Vacant,,J,9,Mount Clare,0280 098,314 S NORRIS ST
1414188.65556206,589204.504585311,14369,2201364A,2023/01/24 10:28:00+00,,,Vacant,,J,9,Mount Clare,0280 099,316 S NORRIS ST
1414192.40391414,589192.533480644,14370,2228782A,2023/04/12 12:40:00+00,,,Vacant,,J,9,Mount Clare,0280 100,318 S NORRIS ST
1410942.71323505,588517.841260478,14377,260450A,2008/01/10 08:42:00+00,,,Vacant,,J,9,Carrollton Ridge,0288 030,439 FURROW ST
1410942.08233081,588531.253963307,14378,97560A,2005/11/08 12:20:00+00,,,Vacant,,J,9,Carrollton Ridge,0288 031,437 FURROW ST
1410941.44158405,588544.623687223,14379,2270444A,2023/07/23 18:26:00+00,,,Vacant,,J,9,Carrollton Ridge,0288 032,435 FURROW ST
1410940.83233331,588557.668936729,14380,600416A,2010/07/15 15:47:00+00,,,Vacant,,J,9,Carrollton Ridge,0288 033,433 FURROW ST
1411260.19816439,591305.8451989,14390,263846A,2007/11/16 15:21:00+00,,,Vacant,MCC,J,9,Penrose/Fayette Street Outreach,0175 057,2109 VINE ST
1411248.31203331,591305.285488725,14391,1942106A,2020/09/30 08:18:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 058,2111 VINE ST
1411224.26155648,591304.172958151,14393,117217A,2006/01/27 10:42:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 060,2115 VINE ST
1411212.12739439,591303.604389727,14394,2081967A,2022/02/23 11:21:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 061,2117 VINE ST
1413408.01998422,590635.266159475,14400,2198055A,2023/01/13 10:18:00+00,,,Vacant,MCC,I,9,Union Square,0212 027,1615 FREDERICK AVE
1413421.52684698,590637.787151814,14401,1197290A,2015/01/30 14:53:00+00,,,Vacant,,I,9,Union Square,0212 028,1613 FREDERICK AVE
1410872.91809906,590222.099006817,14413,2049631A,2021/10/12 13:22:00+00,,,Vacant,,J,9,Boyd-Booth,0222 035,2169 HOLLINS ST
1410988.16163497,590140.71924831,14414,1380523A,2016/04/26 13:55:00+00,,,Vacant,,J,9,Boyd-Booth,0222 036,2152 BOYD ST
1411000.23903863,590140.744182646,14415,2233407A,2023/04/24 15:41:00+00,,,Vacant,,J,9,Boyd-Booth,0222 037,2150 BOYD ST
1414725.74667947,590599.769511312,14427,2191804A,2022/12/20 12:42:00+00,,,Vacant,,E,9,Union Square,0215 043,1300 HOLLINS ST
1411023.99260005,590142.208418563,14429,1989319A,2021/04/29 20:47:00+00,,,Vacant,,J,9,Boyd-Booth,0222 039,2146 BOYD ST
1411036.02932139,590142.950543061,14430,1047625A,2013/12/26 14:44:00+00,,,Vacant,MCC,J,9,Boyd-Booth,0222 040,2144 BOYD ST
1411048.07063589,590143.706775144,14431,1499668A,2017/02/07 10:50:00+00,,,Vacant,,J,9,Boyd-Booth,0222 041,2142 BOYD ST
1414694.19064023,590681.660423636,14433,2440346A,2024/09/20 15:01:00+00,,,Vacant,,E,9,Union Square,0215 046,18 S CAREY ST
1411132.29093988,590148.921659723,14445,918670A,2012/12/21 16:39:00+00,,,Vacant,MCC,J,9,Boyd-Booth,0222 048,2128 BOYD ST
1411144.02910538,590149.648692399,14446,1054701A,2014/03/21 07:42:00+00,,,Vacant,,J,9,Boyd-Booth,0222 049,2126 BOYD ST
1411155.73839955,590150.36457023,14447,2062710A,2021/11/23 14:23:00+00,,,Vacant,,J,9,Boyd-Booth,0222 050,2124 BOYD ST
1415098.10912372,590613.494877562,14448,2085205A,2022/04/18 15:34:00+00,,,Vacant,,E,9,Hollins Market,0216 004,34 S CARROLLTON AVE
1414939.60911264,590807.431825638,14468,2190544A,2022/12/14 12:19:00+00,,,Vacant,,E,9,Hollins Market,0216 029,1223 W BALTIMORE ST
1414920.42148697,590809.747765899,14469,2193237A,2023/01/12 10:52:00+00,,,Vacant,,E,9,Hollins Market,0216 030,1225 W BALTIMORE ST
1414832.81569105,590742.01332131,14480,2172903A,2022/10/10 10:12:00+00,,,Vacant,,E,9,Hollins Market,0216 039,5 S CAREY ST
1414836.70183814,590687.637117729,14484,1768595A,2019/03/07 16:04:00+00,,,Vacant,,E,9,Hollins Market,0216 043,13 S CAREY ST
1414837.28451414,590674.545608476,14485,2326970A,2024/01/12 13:08:00+00,,,Vacant,,E,9,Hollins Market,0216 044,15 S CAREY ST
1414825.03289822,590582.739033565,14490,2176391A,2022/10/21 14:16:00+00,,,Vacant,,E,9,Hollins Market,0216 049,1228 HOLLINS ST
1411171.88534889,590225.640666395,14494,2474166A,2025/01/27 08:18:00+00,,,Vacant,,J,9,Boyd-Booth,0222 016,2131 HOLLINS ST
1413991.22846347,592961.727057725,14514,2403449A,2024/06/29 16:08:00+00,,,Vacant,,I,9,Harlem Park,0124 056,1418 W FRANKLIN ST
1414075.09673405,592967.067598224,14517,2471415A,2025/01/15 14:06:00+00,,,Vacant,,I,9,Harlem Park,0124 060,1410 W FRANKLIN ST
1414106.99102722,592968.89436622,14519,2105189A,2022/05/11 12:27:00+00,,,Vacant,,I,9,Harlem Park,0124 062,1406 W FRANKLIN ST
1414138.95487405,592970.745084316,14521,2306897A,2023/09/28 22:09:00+00,,,Vacant,,I,9,Harlem Park,0124 064,1402 W FRANKLIN ST
1414571.06490222,593047.688171893,14525,2338275A,2024/01/12 15:07:00+00,,,Vacant,,I,9,Harlem Park,0125 005,508 N CAREY ST
1414570.21090131,593065.08118172,14526,437868A,2009/05/26 16:34:00+00,,,Vacant,,I,9,Harlem Park,0125 006,510 N CAREY ST
1412105.42055531,592389.184895724,14547,2353025A,2024/02/29 14:25:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0147 004,1907 W MULBERRY ST
1414335.67528114,593153.433367223,14568,2420332A,2024/08/07 21:37:00+00,,,Vacant,,I,9,Harlem Park,0125 042,525 N CALHOUN ST
1414336.38361305,593136.404857978,14569,2430834A,2024/08/30 20:49:00+00,,,Vacant,,I,9,Harlem Park,0125 043,523 N CALHOUN ST
1411104.24506421,591298.594885305,14580,263167A,2007/11/16 15:22:00+00,,,Vacant,MCC,J,9,Penrose/Fayette Street Outreach,0175 070,2135 VINE ST
1411068.06797121,591296.900662974,14583,1943428A,2020/10/06 14:37:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 073,2141 VINE ST
1410997.59042189,591217.611451477,14590,1851314A,2019/10/25 16:29:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 080,2148 W FAYETTE ST
1411102.57512005,591222.484801307,14598,2320700A,2023/11/15 16:29:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 088,2132 W FAYETTE ST
1411128.79225922,591223.708224058,14600,1196823A,2015/01/30 17:08:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 090,2128 W FAYETTE ST
1411219.71727422,591227.920157894,14607,2320699A,2023/11/15 10:47:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 097,2114 W FAYETTE ST
1411232.98266764,591228.525471643,14608,222466A,2007/07/13 17:23:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 098,2112 W FAYETTE ST
1411245.90521397,591229.130457312,14609,364860A,2008/10/09 14:08:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 099,2110 W FAYETTE ST
1411258.85269463,591229.725600481,14610,592631A,2010/07/14 16:05:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0175 100,2108 W FAYETTE ST
1411271.94748472,591230.342397138,14611,352388A,2008/08/20 13:27:00+00,,,Vacant,MCC,J,9,Penrose/Fayette Street Outreach,0175 101,2106 W FAYETTE ST
1411707.49517006,591254.176667064,14615,2150165A,2022/08/12 12:58:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,0176 001,2000 W FAYETTE ST
1431206.94239156,594540.313467473,14630,1692237A,2018/07/16 05:39:00+00,,,Vacant,,I,13,McElderry Park,1642 090,615 N GLOVER ST
1409232.01521289,590917.727864891,14633,1890037A,2020/04/06 13:52:00+00,,,Vacant,,J,9,Shipley Hill,2170A069,2541 W FAYETTE ST
1409204.29217122,590916.087120146,14635,605059A,2010/07/22 16:11:00+00,,,Vacant,,J,9,Shipley Hill,2170A071,2545 W FAYETTE ST
1431419.2992503,594614.143700391,14663,1827379A,2019/08/11 13:28:00+00,,,Vacant,,I,13,McElderry Park,1643 018,635 N LAKEWOOD AVE
1431430.72278389,594680.198358312,14668,2453702A,2024/11/01 09:30:00+00,,,Vacant,,I,13,McElderry Park,1643 023,2707 E MONUMENT ST
1408300.33302113,590690.848725483,14672,1935872A,2020/10/07 13:03:00+00,,,Vacant,,J,9,Shipley Hill,2169 095,2768 KINSEY AVE
1408286.31369223,590693.525557399,14673,2025865A,2021/08/05 13:43:00+00,,,Vacant,,J,9,Shipley Hill,2169 096,2770 KINSEY AVE
1431632.08557014,594691.306275725,14682,2389682A,2024/06/08 16:13:00+00,,,Vacant,,I,13,McElderry Park,1643 034,2729 E MONUMENT ST
1409211.7826418,590835.377635896,14689,181594A,2007/01/24 16:23:00+00,,,Vacant,,J,9,Shipley Hill,2170A022,2542 W FAIRMOUNT AVE
1431615.27031505,594409.060121059,14715,2086185A,2022/03/10 13:59:00+00,,,Vacant,,I,13,McElderry Park,1643 060,603 N BELNORD AVE
1431612.93173705,594449.510827556,14718,2413991A,2024/09/29 16:25:00+00,,,Vacant,,I,13,McElderry Park,1643 063,609 N BELNORD AVE
1431609.8185543,594503.316494226,14722,2076623A,2022/02/04 09:42:00+00,,,Vacant,,I,13,McElderry Park,1643 067,617 N BELNORD AVE
1431987.37390156,594616.340874478,14726,2469741A,2025/01/13 11:53:00+00,,,Vacant,,I,13,McElderry Park,1644 054, 
1431604.34382772,594597.994782567,14733,2348209A,2024/02/15 14:42:00+00,,,Vacant,,I,13,McElderry Park,1643 074,631 N BELNORD AVE
1431603.57020722,594611.380254477,14734,2103216A,2022/05/03 11:16:00+00,,,Vacant,,I,13,McElderry Park,1643 075,633 N BELNORD AVE
1431495.08551605,594619.122693062,14738,532851A,2010/01/21 08:29:00+00,,,Vacant,,I,13,McElderry Park,1643 079,636 N BELNORD AVE
1431496.56385955,594593.63914822,14740,77313A,2005/08/04 08:53:00+00,,,Vacant,,I,13,McElderry Park,1643 081,632 N BELNORD AVE
1431500.98839138,594517.286282554,14749,2254735A,2023/06/09 15:34:00+00,,,Vacant,,I,13,McElderry Park,1643 087,620 N BELNORD AVE
1431502.46411023,594491.684299648,14751,1801394A,2019/06/10 13:21:00+00,,,Vacant,,I,13,McElderry Park,1643 089,616 N BELNORD AVE
1425606.77708273,596156.77841039,14757,2177450A,2022/10/25 11:56:00+00,,,Vacant,,I,12,Johnston Square,1189 001,1050 N EDEN ST
1425625.30985406,595811.970372975,14781,2459109A,2024/11/27 11:38:00+00,,,Vacant,,I,12,Johnston Square,1189 022,1008 N EDEN ST
1425626.14056106,595796.147569984,14782,2051837A,2021/10/29 08:50:00+00,,,Vacant,,I,12,Johnston Square,1189 023,1006 N EDEN ST
1426218.69744681,595892.067325637,14826,2361764A,2024/04/02 10:10:00+00,,,Vacant,,E,12,Gay Street,1191 006,1015 N CAROLINE ST
1426213.8903698,595979.450024888,14831,1382027A,2016/04/27 09:51:00+00,,,Vacant,HABC,E,12,Gay Street,1191 011,1025 N CAROLINE ST
1426241.45265064,596124.570797637,14838,2207989A,2023/02/24 10:21:00+00,,,Vacant,,E,12,Gay Street,1191 017,1043 N CAROLINE ST
1412810.56284581,596379.452833816,14879,1729191A,2018/10/05 13:33:00+00,,,Vacant,,I,7,Sandtown-Winchester,0032 009,1318 N MOUNT ST
1412809.81317538,596394.252016813,14880,2052633A,2021/10/22 20:16:00+00,,,Vacant,,I,7,Sandtown-Winchester,0032 010,1320 N MOUNT ST
1412809.07990913,596408.959992647,14881,1766269A,2019/03/03 11:04:00+00,,,Vacant,MCC,I,7,Sandtown-Winchester,0032 011,1322 N MOUNT ST
1412807.67735289,596437.003899813,14883,2052626A,2021/10/28 18:25:00+00,,,Vacant,,I,7,Sandtown-Winchester,0032 013,1326 N MOUNT ST
1412807.55530588,596451.597374558,14884,30887A,2004/11/11 00:00:00+00,,,Vacant,HABC,I,7,Sandtown-Winchester,0032 014,1328 N MOUNT ST
1412803.74527414,596515.730120316,14888,2416986A,2024/08/12 15:06:00+00,,,Vacant,,I,7,Sandtown-Winchester,0032 018,1336 N MOUNT ST
1412191.86887322,595449.295245305,14910,2225475A,2023/04/03 15:51:00+00,,,Vacant,,J,9,Sandtown-Winchester,0050 086,1818 RIGGS AVE
1412574.72768755,596430.345120475,14913,1120442A,2014/07/24 17:14:00+00,,,Vacant,,I,7,Sandtown-Winchester,0032 037,1327 1/2 N FULTON AVE
1412731.03610197,596269.088881314,14934,421558A,2009/04/08 18:31:00+00,,,Vacant,,I,7,Sandtown-Winchester,0032 057,1704 LAURENS ST
